epsilon,drug,B,alpha,js_global,n,prevalence,acc_tree_baseline,acc_tree_rappor,acc_tree_dpseg,acc_logreg_baseline,acc_logreg_rappor,acc_logreg_dpseg,delta_tree_rappor,delta_tree_dpseg,delta_logreg_rappor,delta_logreg_dpseg,match_rappor,hamming_rappor,match_dpseg,hamming_dpseg,mi_baseline,mi_rappor,mi_dpseg,mi_ratio_rappor,mi_ratio_dpseg,privacy_utility_score
5.0,cocaine,30,0.7,0.40247649792706774,173729,0.019357735323405994,0.04237214927436075,0.038206360100663465,0.037648612945838836,0.06908256880733946,0.03651004612618247,0.0363878566921405,-0.004165789173697282,-0.0047235363285219115,-0.032572522681156985,-0.032694712115198955,0.003033460159213488,0.9969665398407865,0.0817537659227878,0.9182462340772122,0.01013308479996462,0.001460207104434748,4.433089934425166e-05,0.14410291962027658,0.004374867103096428,0.026844380637740042
5.0,crack,30,0.7,0.40247649792706774,173729,0.0028895578746208177,0.006547579812361304,0.005291005291005291,0.005349153861116515,0.012658227848101266,0.005303281405369572,0.005303507666456627,-0.001256574521356013,-0.001198425951244789,-0.0073549464427316935,-0.007354720181644639,0.003114045438585383,0.9968859545614146,0.21595703653391202,0.7840429634660879,0.00417744958071124,0.0014268242002527243,9.511545900775895e-05,0.34155390093536386,0.022768786832746135,0.0038140773617403494
5.0,heroin,30,0.7,0.40247649792706774,173729,0.003154338078271331,0.007153515316422365,0.00784313725490196,0.0064068549417290645,0.01611295681063123,0.005743317870554451,0.006664895800632682,0.0006896219384795958,-0.0007466603746933004,-0.010369638940076779,-0.009448061009998548,0.0031025332558179694,0.996897466744182,0.18575482504360238,0.8142451749563976,0.004382365129632597,0.0014144253791660696,0.00011097804743362644,0.32275388684572026,0.02532377931797994,0.004568244067689352
5.0,methamphetamine,30,0.7,0.40247649792706774,173729,0.008593844435874264,0.01911978501255562,0.0,0.010459035444509006,0.04434250764525994,0.017312627778502763,0.016969502921636116,-0.01911978501255562,-0.008660749568046614,-0.027029879866757176,-0.027373004723623823,0.0030737527988994352,0.9969262472011006,0.16010568183780485,0.8398943181621952,0.008466845057088218,0.0016652704273830152,8.375717354693282e-05,0.19668133952550543,0.009892371123150947,0.007457547744983961
5.0,inhalants,30,0.7,0.40247649792706774,173729,0.012467693937108946,0.026549218959023648,0.024665391969407265,0.024476904855902093,0.039951573849878935,0.024193548387096774,0.023285821455363842,-0.0018838269896163835,-0.002072314103121555,-0.01575802546278216,-0.016665752394515093,0.003108289347201676,0.9968917106527984,0.07238860524149682,0.9276113947585032,0.005385106667635345,0.001439199281905263,5.362526662562326e-05,0.2672554827102858,0.009958069530528104,0.01745263103665567
5.0,hallucinogens,30,0.7,0.40247649792706774,173729,0.037564252370070626,0.07851967085601998,0.007971656333038087,0.04957713619130942,0.12186291450670617,0.06826703776721173,0.06318681318681318,-0.07054801452298189,-0.028942534664710556,-0.05359587673949444,-0.05867610131989298,0.0032809720887128804,0.9967190279112871,0.05313447956299754,0.9468655204370025,0.013547617218109237,0.001462088985886931,4.5551653618419816e-05,0.10792222442870189,0.003362336925015158,0.035349709078609855
5.0,tobacco,30,0.7,0.40247649792706774,173729,0.16289163006751894,0.302540500736377,0.28007145692735214,0.2757865022471493,0.40186823015005463,0.24528678588745328,0.2521167499342624,-0.02246904380902487,-0.026753998489227715,-0.15658144426260134,-0.1497514802157922,0.003091021073050556,0.9969089789269494,0.04442551329944914,0.9555744867005509,0.05429988181042541,0.0015069257881050273,9.470586175932064e-05,0.02775191653945188,0.0017441264806056613,0.1966425124804415
5.0,nicotine_vaping,30,0.7,0.40247649792706774,115739,0.1784532439367888,0.3278776929921536,0.3022837574831859,0.298632797123888,0.4122025176881375,0.25804704076565393,0.2755196799771412,-0.025593935508967658,-0.029244895868265564,-0.15415547692248355,-0.13668283771099626,0.0029290040522209453,0.997070995947779,0.038284415797613595,0.9617155842023865,0.05483569776743507,0.0022326047286981648,0.00011882568412956585,0.04071444003807366,0.002166940313835709,0.21293247877257312
5.0,opioid_misuse,30,0.7,0.40247649792706774,173729,0.22239810279227992,0.37221374045801525,0.36308589725299983,0.18500251635631607,0.3906582997868814,0.303331321003238,0.3072100313479624,-0.009127843205015418,-0.1872112241016992,-0.08732697878364337,-0.083448268438919,0.0030967771644342624,0.9969032228355658,0.05023916559699302,0.949760834403007,0.020121341735948026,0.0014426297920167857,7.551099802063747e-05,0.07169650070797406,0.0037527814502415807,0.1319113130450024
5.0,tranquilizer_misuse,30,0.7,0.40247649792706774,173729,0.09864213804258357,0.12740167633784655,0.005979073243647235,0.08189990012207302,0.25456872644528195,0.1639136362195238,0.1612603648424544,-0.12142260309419932,-0.04550177621577353,-0.09065509022575816,-0.09330836160282754,0.003148581986887624,0.9968514180131124,0.05109682321316533,0.9489031767868347,0.024262844133152273,0.0014656650719560272,4.314930087028022e-05,0.060407801489083104,0.001778410669148299,0.058396629279082596
5.0,sedative_misuse,30,0.7,0.40247649792706774,173729,0.042117320654582714,0.11339846475924634,0.0075440067057837385,0.08107192592871391,0.12302779864763336,0.07995686334925281,0.07948870392390012,-0.1058544580534626,-0.03232653883053242,-0.04307093529838055,-0.04353909472373324,0.0030449723419809015,0.9969550276580191,0.0671332938081725,0.9328667061918275,0.009880353638596753,0.0015635376935942645,7.788928597912063e-05,0.1582471387953604,0.00788324880142476,0.05780626345506851
5.0,stimulant_misuse,30,0.7,0.40247649792706774,173729,0.0796470364763511,0.11082547843473294,0.14726738772294248,0.14725258272196437,0.1956482647005934,0.1349630587994961,0.14205024663275997,0.03644190928820955,0.036427104287231435,-0.0606852059010973,-0.05359801806783343,0.0030219479764460743,0.9969780520235539,0.052627943521231346,0.9473720564787687,0.01357721918821553,0.0015190624996897287,7.339777126267135e-05,0.11188318304592244,0.005405950235109824,0.10499468828148725
5.0,pain_reliever_misuse,30,0.7,0.40247649792706774,173729,0.22173039619176993,0.3726790450928382,0.0101763907734057,0.3479342679416953,0.39089161959117114,0.3106014460128711,0.3211142645901405,-0.3625026543194325,-0.024744777151142927,-0.08029017357830004,-0.06977735500103066,0.0031658502610387444,0.9968341497389612,0.05391730799118167,0.9460826920088183,0.019851978802733566,0.0015041993734917726,9.569356679002897e-05,0.07577075255010086,0.004820354068525008,0.24808563170645642
